TransactionID,CustomerName,TextileType,Category,Region,SalespersonName,OrderDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod
1015,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,9/6/2024,478,18.99,9077.22,Bank Transfer
1016,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/21/2024,431,5.69,2452.39,Bank Transfer
1017,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,9/7/2024,183,5.42,991.86,PayPal
1018,XYZ Apparel,Silk Fabric,Natural Fibers,North America,John Doe,9/11/2024,563,23.71,13348.73,Bank Transfer
1019,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,John Doe,9/13/2024,474,11.69,5541.06,Cash
1020,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,John Doe,9/20/2024,664,21.95,14574.8,Bank Transfer
1021,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,Jane Smith,8/28/2024,914,11.05,10099.7,Bank Transfer
1022,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,8/28/2024,332,7.88,2616.16,Credit Card
1023,XYZ Apparel,Denim,Blended Fabrics,Europe,John Doe,8/26/2024,226,23.8,5378.8,PayPal
1024,XYZ Apparel,Denim,Blended Fabrics,Asia,Jane Smith,8/25/2024,461,5.5,2535.5,Credit Card
1025,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/10/2024,437,6.05,2643.85,PayPal
1026,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Jane Smith,9/1/2024,367,11.71,4297.57,Cash
1027,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,9/22/2024,436,5.11,2227.96,Cash
1028,XYZ Apparel,Denim,Natural Fibers,North America,Jane Smith,9/9/2024,160,16.71,2673.6,Cash
1029,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/14/2024,205,16.75,3433.75,PayPal
1030,ABC Textiles,Denim,Natural Fibers,North America,Jane Smith,9/2/2024,570,5.31,3026.7,Credit Card
1031,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/2/2024,209,23.57,4926.13,PayPal
1032,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,8/27/2024,579,11.1,6426.9,Credit Card
1033,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/9/2024,694,13.73,9528.62,Bank Transfer
1034,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/25/2024,705,20.19,14233.95,Cash
1035,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,8/24/2024,738,16.07,11859.66,Bank Transfer
1036,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/7/2024,162,20.96,3395.52,Bank Transfer
1037,ABC Textiles,Denim,Blended Fabrics,North America,Jane Smith,9/16/2024,729,26.73,19486.17,Cash
1038,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,8/26/2024,400,22.63,9052,Credit Card
1039,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,John Doe,9/15/2024,976,13.66,13332.16,Bank Transfer
1040,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/19/2024,770,14.71,11326.7,Cash
1041,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/15/2024,931,21.29,19820.99,Bank Transfer
1042,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/4/2024,322,5.25,1690.5,Cash
1043,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/9/2024,920,20.55,18906,Bank Transfer
1044,ABC Textiles,Silk Fabric,Natural Fibers,North America,John Doe,9/12/2024,231,13.07,3019.17,PayPal
1045,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/15/2024,879,12.95,11383.05,Bank Transfer
1046,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/14/2024,664,26.49,17589.36,Bank Transfer
1047,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,John Doe,8/30/2024,873,24.56,21440.88,PayPal
1048,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/2/2024,921,8.69,8003.49,Bank Transfer
1049,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/31/2024,286,25.44,7275.84,Cash
1050,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/11/2024,155,18.25,2828.75,Credit Card
1051,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/30/2024,501,8.72,4368.72,Cash
1052,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/6/2024,369,24.91,9191.79,Cash
1053,ABC Textiles,Denim,Blended Fabrics,North America,John Doe,9/13/2024,266,5.29,1407.14,Credit Card
1054,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/24/2024,888,22.97,20397.36,Bank Transfer
1055,ABC Textiles,Denim,Natural Fibers,Europe,Jane Smith,9/14/2024,267,23.84,6365.28,Credit Card
1056,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/18/2024,398,16.42,6535.16,PayPal
1057,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,8/28/2024,108,8.57,925.56,Credit Card
1058,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/7/2024,439,19.07,8371.73,Credit Card
1059,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/19/2024,401,16.4,6576.4,Credit Card
1060,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/12/2024,894,7.98,7134.12,Credit Card
1061,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/22/2024,579,20.89,12095.31,Bank Transfer
1062,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/22/2024,771,26.46,20400.66,Credit Card
1063,XYZ Apparel,Denim,Natural Fibers,Asia,Mike Johnson,9/22/2024,641,7.13,4570.33,Cash
1064,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/29/2024,128,28.21,3610.88,Bank Transfer
1065,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/26/2024,536,22.88,12263.68,PayPal
1066,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/18/2024,609,13.46,8197.14,Bank Transfer
1067,ABC Textiles,Denim,Natural Fibers,Asia,Mike Johnson,9/1/2024,542,24.63,13349.46,PayPal
1068,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/20/2024,976,21.74,21218.24,PayPal
1069,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/18/2024,697,20.18,14065.46,Credit Card
1070,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,8/24/2024,186,15.63,2907.18,Bank Transfer
1071,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/14/2024,598,29.42,17593.16,Cash
1072,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/22/2024,749,13.94,10441.06,Cash
1073,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/4/2024,727,27.34,19876.18,Bank Transfer
1074,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/7/2024,858,15.73,13496.34,PayPal
1075,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,8/25/2024,864,7.29,6298.56,PayPal
1076,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/9/2024,352,17.26,6075.52,Bank Transfer
1077,ABC Textiles,Denim,Blended Fabrics,Asia,Jane Smith,8/27/2024,778,21.59,16797.02,Bank Transfer
1078,XYZ Apparel,Denim,Blended Fabrics,Asia,Mike Johnson,9/9/2024,235,24.72,5809.2,PayPal
1079,XYZ Apparel,Denim,Natural Fibers,North America,John Doe,9/9/2024,723,19.04,13765.92,Bank Transfer
1080,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,John Doe,9/20/2024,962,8.32,8003.84,Cash
1081,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Jane Smith,9/9/2024,182,17.07,3106.74,Cash
1082,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/21/2024,500,25.71,12855,Credit Card
1083,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/31/2024,951,9.67,9196.17,Credit Card
1084,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/2/2024,560,17.16,9609.6,PayPal
1085,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/8/2024,219,26.65,5836.35,Credit Card
1086,ABC Textiles,Denim,Natural Fibers,North America,John Doe,9/19/2024,333,23.68,7885.44,Credit Card
1087,ABC Textiles,Denim,Natural Fibers,North America,Jane Smith,9/11/2024,155,17.98,2786.9,PayPal
1088,ABC Textiles,Denim,Blended Fabrics,Asia,John Doe,9/22/2024,896,25.25,22624,Credit Card
1089,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/14/2024,355,29.97,10639.35,Bank Transfer
1090,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/7/2024,660,18.24,12038.4,Credit Card
1091,XYZ Apparel,Denim,Natural Fibers,Europe,John Doe,9/7/2024,637,14.92,9504.04,Cash
1092,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,John Doe,9/4/2024,123,14.75,1814.25,Credit Card
1093,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,9/13/2024,422,8.78,3705.16,PayPal
1094,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,9/17/2024,277,21.07,5836.39,Credit Card
1095,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Jane Smith,8/27/2024,140,11.75,1645,PayPal
1096,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/22/2024,795,28.39,22570.05,PayPal
1097,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Mike Johnson,8/26/2024,508,23.17,11770.36,Bank Transfer
1098,ABC Textiles,Denim,Natural Fibers,North America,Mike Johnson,9/1/2024,163,29.34,4782.42,Credit Card
1099,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/25/2024,653,19.2,12537.6,Cash
1100,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/15/2024,167,22.03,3679.01,Bank Transfer
1101,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/19/2024,860,13.62,11713.2,PayPal
1102,XYZ Apparel,Denim,Blended Fabrics,Asia,Jane Smith,8/28/2024,919,21.45,19712.55,Credit Card
1103,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,8/26/2024,571,9.77,5578.67,Cash
1104,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,John Doe,8/26/2024,562,13.33,7491.46,Bank Transfer
1105,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,8/26/2024,732,13.46,9852.72,Cash
1106,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/16/2024,328,6.21,2036.88,PayPal
1107,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,John Doe,9/12/2024,953,22.88,21804.64,Cash
1108,XYZ Apparel,Denim,Blended Fabrics,Europe,Mike Johnson,9/17/2024,816,27.89,22758.24,Credit Card
1109,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/7/2024,711,28.94,20576.34,Cash
1110,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/4/2024,976,12.62,12317.12,PayPal
1111,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/7/2024,192,7.15,1372.8,PayPal
1112,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/9/2024,402,21.93,8815.86,Credit Card
1113,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Mike Johnson,9/2/2024,518,15.23,7889.14,PayPal
1114,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,8/29/2024,127,15.8,2006.6,Bank Transfer
1115,ABC Textiles,Denim,Blended Fabrics,Europe,Jane Smith,8/28/2024,673,15.51,10438.23,Cash
1116,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/24/2024,893,6.91,6170.63,Bank Transfer
1117,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/10/2024,901,24.31,21903.31,Credit Card
1118,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/16/2024,653,26.77,17480.81,Credit Card
1119,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,8/29/2024,598,21.44,12821.12,PayPal
1120,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,8/27/2024,340,16.44,5589.6,PayPal
1121,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,John Doe,9/2/2024,728,22.01,16023.28,Credit Card
1122,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/25/2024,741,16.15,11967.15,Cash
1123,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,John Doe,8/31/2024,543,17.02,9241.86,Credit Card
1124,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,John Doe,9/5/2024,263,10.03,2637.89,Cash
1125,ABC Textiles,Denim,Blended Fabrics,Asia,John Doe,9/18/2024,449,15.06,6761.94,PayPal
1126,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,8/29/2024,380,9.1,3458,PayPal
1127,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,9/1/2024,338,26.23,8865.74,Credit Card
1128,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Jane Smith,9/16/2024,938,5.47,5130.86,Credit Card
1129,XYZ Apparel,Denim,Natural Fibers,Europe,Jane Smith,9/3/2024,414,18.15,7514.1,PayPal
1130,XYZ Apparel,Denim,Blended Fabrics,Asia,John Doe,9/18/2024,926,7.66,7093.16,Credit Card
1131,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/5/2024,545,12.34,6725.3,Bank Transfer
1132,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,9/18/2024,864,13.41,11586.24,PayPal
1133,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/13/2024,953,25.8,24587.4,Cash
1134,ABC Textiles,Silk Fabric,Natural Fibers,North America,John Doe,9/17/2024,233,18.83,4387.39,PayPal
1135,XYZ Apparel,Denim,Natural Fibers,North America,John Doe,9/13/2024,373,23.22,8661.06,Cash
1136,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,John Doe,9/11/2024,966,6.32,6105.12,PayPal
1137,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/9/2024,669,12.9,8630.1,Credit Card
1138,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/17/2024,756,20.28,15331.68,PayPal
1139,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Mike Johnson,9/4/2024,453,10.24,4638.72,Credit Card
1140,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,John Doe,9/19/2024,345,19.04,6568.8,PayPal
1141,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,John Doe,9/3/2024,743,8.13,6040.59,Credit Card
1142,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/10/2024,792,20.61,16323.12,Bank Transfer
1143,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/20/2024,278,15.86,4409.08,PayPal
1144,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,8/31/2024,929,22.08,20512.32,PayPal
1145,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/3/2024,652,19.77,12890.04,PayPal
1146,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Jane Smith,9/19/2024,981,26.27,25770.87,PayPal
1147,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,8/27/2024,468,19.42,9088.56,Bank Transfer
1148,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/20/2024,312,6.71,2093.52,Credit Card
1149,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,8/25/2024,473,22.84,10803.32,PayPal
1150,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/21/2024,220,13.12,2886.4,Cash
1151,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Jane Smith,8/26/2024,790,8.04,6351.6,Cash
1152,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/22/2024,741,26.64,19740.24,Cash
1153,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/18/2024,685,27.18,18618.3,PayPal
1154,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/1/2024,634,22.73,14410.82,PayPal
1155,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/20/2024,867,17.14,14860.38,Cash
1156,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/8/2024,208,8.32,1730.56,Cash
1157,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/2/2024,614,24.76,15202.64,Bank Transfer
1158,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/24/2024,990,14.63,14483.7,PayPal
1159,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,John Doe,9/8/2024,510,5.88,2998.8,Credit Card
1160,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Jane Smith,9/1/2024,790,11,8690,Credit Card
1161,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/15/2024,256,14.47,3704.32,Bank Transfer
1162,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/17/2024,175,10.06,1760.5,PayPal
1163,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,9/5/2024,904,26.44,23901.76,Bank Transfer
1164,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Jane Smith,9/2/2024,256,7.91,2024.96,Bank Transfer
1165,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/4/2024,260,16.01,4162.6,PayPal
1166,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/16/2024,171,13.93,2382.03,Bank Transfer
1167,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,8/29/2024,721,22.79,16431.59,PayPal
1168,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,John Doe,9/14/2024,870,19.11,16625.7,Cash
1169,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/17/2024,352,15.76,5547.52,Bank Transfer
1170,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,John Doe,9/13/2024,946,12.26,11597.96,PayPal
1171,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/8/2024,669,15.29,10229.01,Credit Card
1172,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/14/2024,197,7.82,1540.54,Bank Transfer
1173,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/19/2024,491,17.72,8700.52,PayPal
1174,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/3/2024,222,24,5328,Bank Transfer
1175,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/9/2024,567,14.65,8306.55,Credit Card
1176,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/21/2024,537,16.3,8753.1,PayPal
1177,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,John Doe,9/19/2024,584,13.65,7971.6,Bank Transfer
1178,ABC Textiles,Silk Fabric,Natural Fibers,North America,John Doe,9/9/2024,152,15.12,2298.24,Bank Transfer
1179,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,8/31/2024,329,25.79,8484.91,PayPal
1180,ABC Textiles,Denim,Blended Fabrics,Asia,Jane Smith,9/3/2024,262,29.37,7694.94,Bank Transfer
1181,ABC Textiles,Denim,Natural Fibers,Europe,Jane Smith,9/1/2024,294,24.21,7117.74,PayPal
1182,ABC Textiles,Silk Fabric,Blended Fabrics,North America,John Doe,9/3/2024,725,28.32,20532,Credit Card
1183,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/5/2024,168,14.24,2392.32,PayPal
1184,ABC Textiles,Woolen Fabric,Natural Fibers,North America,John Doe,9/16/2024,192,20.25,3888,PayPal
1185,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/9/2024,115,28.48,3275.2,PayPal
1186,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/1/2024,781,14.34,11199.54,PayPal
1187,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/11/2024,515,25.12,12936.8,Credit Card
1188,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/12/2024,926,15.37,14232.62,Bank Transfer
1189,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,John Doe,9/19/2024,886,6.54,5794.44,Credit Card
1190,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/8/2024,732,16.62,12165.84,PayPal
1191,ABC Textiles,Denim,Natural Fibers,North America,Mike Johnson,8/28/2024,646,17.96,11602.16,PayPal
1192,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/3/2024,266,9.19,2444.54,Bank Transfer
1193,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/20/2024,721,14.65,10562.65,Bank Transfer
1194,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/25/2024,611,19.72,12048.92,PayPal
1195,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,8/25/2024,598,12.65,7564.7,PayPal
1196,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/30/2024,654,18.22,11915.88,Credit Card
1197,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/5/2024,890,5.26,4681.4,Bank Transfer
1198,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/20/2024,849,7.15,6070.35,Bank Transfer
1199,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Jane Smith,8/25/2024,142,29.7,4217.4,PayPal
1200,XYZ Apparel,Denim,Blended Fabrics,North America,John Doe,9/17/2024,596,17.87,10650.52,Credit Card
1201,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/13/2024,718,26.08,18725.44,Bank Transfer
1202,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/20/2024,634,6.75,4279.5,Cash
1203,XYZ Apparel,Denim,Natural Fibers,Europe,Mike Johnson,9/6/2024,537,18.86,10127.82,Credit Card
1204,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/10/2024,181,11.67,2112.27,Bank Transfer
1205,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Jane Smith,9/10/2024,525,19.93,10463.25,Bank Transfer
1206,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/19/2024,227,8.87,2013.49,Bank Transfer
1207,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/17/2024,621,12.08,7501.68,PayPal
1208,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,John Doe,9/17/2024,397,14.09,5593.73,PayPal
1209,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/20/2024,449,13.88,6232.12,PayPal
1210,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,John Doe,9/19/2024,651,7.81,5084.31,Bank Transfer
1211,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/1/2024,742,17.4,12910.8,Cash
1212,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/1/2024,406,7.12,2890.72,Cash
1213,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,9/3/2024,942,22.55,21242.1,Bank Transfer
1214,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,8/29/2024,394,21.95,8648.3,Cash
1215,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/5/2024,660,28.85,19041,Cash
1216,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/3/2024,811,23.25,18855.75,Bank Transfer
1217,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,John Doe,8/28/2024,633,22,13926,PayPal
1218,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/1/2024,193,20.84,4022.12,Bank Transfer
1219,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,9/1/2024,241,13.62,3282.42,Bank Transfer
1220,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,8/30/2024,861,9.74,8386.14,PayPal
1221,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,John Doe,8/31/2024,872,27.13,23657.36,Credit Card
1222,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/5/2024,156,26.24,4093.44,Credit Card
1223,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/8/2024,206,5.02,1034.12,Cash
1224,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,9/14/2024,339,29.97,10159.83,PayPal
1225,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,9/16/2024,467,18.77,8765.59,Bank Transfer
1226,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,8/26/2024,946,11.14,10538.44,PayPal
1227,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/12/2024,561,10.15,5694.15,PayPal
1228,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/15/2024,310,5.69,1763.9,PayPal
1229,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/24/2024,806,5.21,4199.26,PayPal
1230,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/10/2024,157,10.6,1664.2,Credit Card
1231,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/17/2024,197,15.26,3006.22,Cash
1232,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/30/2024,802,24.32,19504.64,Credit Card
1233,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/16/2024,262,23.5,6157,PayPal
1234,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/8/2024,922,15.75,14521.5,Cash
1235,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,John Doe,9/14/2024,577,28.08,16202.16,Credit Card
1236,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/16/2024,542,29.47,15972.74,Bank Transfer
1237,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/9/2024,483,9.73,4699.59,PayPal
1238,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,9/3/2024,108,17.67,1908.36,Bank Transfer
